168
1,-1.500000,0.000000,0.000000
2,-1.500000,-0.000000,-0.026786
3,-1.500000,-0.000000,-0.053571
4,-1.500000,-0.000000,-0.080357
5,-1.500000,-0.000000,-0.107143
6,-1.500000,-0.000000,-0.133929
7,-1.500000,-0.000000,-0.160714
8,-1.500000,-0.000000,-0.187500
9,-1.350000,-0.033117,0.000000
10,-1.350000,-0.032441,-0.026786
11,-1.350000,-0.030414,-0.053571
12,-1.350000,-0.027034,-0.080357
13,-1.350000,-0.022303,-0.107143
14,-1.350000,-0.016221,-0.133929
15,-1.350000,-0.008786,-0.160714
16,-1.350000,-0.000000,-0.187500
17,-1.200000,-0.060912,0.000000
18,-1.200000,-0.059669,-0.026786
19,-1.200000,-0.055940,-0.053571
20,-1.200000,-0.049724,-0.080357
21,-1.200000,-0.041022,-0.107143
22,-1.200000,-0.029834,-0.133929
23,-1.200000,-0.016160,-0.160714
24,-1.200000,-0.000000,-0.187500
25,-1.050000,-0.083997,0.000000
26,-1.050000,-0.082283,-0.026786
27,-1.050000,-0.077140,-0.053571
28,-1.050000,-0.068569,-0.080357
29,-1.050000,-0.056569,-0.107143
30,-1.050000,-0.041141,-0.133929
31,-1.050000,-0.022285,-0.160714
32,-1.050000,-0.000000,-0.187500
33,-0.900000,-0.102912,0.000000
34,-0.900000,-0.100812,-0.026786
35,-0.900000,-0.094511,-0.053571
36,-0.900000,-0.084010,-0.080357
37,-0.900000,-0.069308,-0.107143
38,-0.900000,-0.050406,-0.133929
39,-0.900000,-0.027303,-0.160714
40,-0.900000,-0.000000,-0.187500
41,-0.750000,-0.118125,0.000000
42,-0.750000,-0.115714,-0.026786
43,-0.750000,-0.108482,-0.053571
44,-0.750000,-0.096429,-0.080357
45,-0.750000,-0.079554,-0.107143
46,-0.750000,-0.057857,-0.133929
47,-0.750000,-0.031339,-0.160714
48,-0.750000,-0.000000,-0.187500
49,-0.600000,-0.130032,0.000000
50,-0.600000,-0.127378,-0.026786
51,-0.600000,-0.119417,-0.053571
52,-0.600000,-0.106149,-0.080357
53,-0.600000,-0.087573,-0.107143
54,-0.600000,-0.063689,-0.133929
55,-0.600000,-0.034498,-0.160714
56,-0.600000,-0.000000,-0.187500
57,-0.450000,-0.138957,0.000000
58,-0.450000,-0.136121,-0.026786
59,-0.450000,-0.127614,-0.053571
60,-0.450000,-0.113434,-0.080357
61,-0.450000,-0.093583,-0.107143
62,-0.450000,-0.068061,-0.133929
63,-0.450000,-0.036866,-0.160714
64,-0.450000,-0.000000,-0.187500
65,-0.300000,-0.145152,0.000000
66,-0.300000,-0.142190,-0.026786
67,-0.300000,-0.133303,-0.053571
68,-0.300000,-0.118491,-0.080357
69,-0.300000,-0.097755,-0.107143
70,-0.300000,-0.071095,-0.133929
71,-0.300000,-0.038510,-0.160714
72,-0.300000,-0.000000,-0.187500
73,-0.150000,-0.148797,0.000000
74,-0.150000,-0.145760,-0.026786
75,-0.150000,-0.136650,-0.053571
76,-0.150000,-0.121467,-0.080357
77,-0.150000,-0.100210,-0.107143
78,-0.150000,-0.072880,-0.133929
79,-0.150000,-0.039477,-0.160714
80,-0.150000,-0.000000,-0.187500
81,0.000000,-0.150000,0.000000
82,0.000000,-0.146939,-0.026786
83,0.000000,-0.137755,-0.053571
84,0.000000,-0.122449,-0.080357
85,0.000000,-0.101020,-0.107143
86,0.000000,-0.073469,-0.133929
87,0.000000,-0.039796,-0.160714
88,0.000000,-0.000000,-0.187500
89,0.150000,-0.148797,0.000000
90,0.150000,-0.145760,-0.026786
91,0.150000,-0.136650,-0.053571
92,0.150000,-0.121467,-0.080357
93,0.150000,-0.100210,-0.107143
94,0.150000,-0.072880,-0.133929
95,0.150000,-0.039477,-0.160714
96,0.150000,-0.000000,-0.187500
97,0.300000,-0.145152,0.000000
98,0.300000,-0.142190,-0.026786
99,0.300000,-0.133303,-0.053571
100,0.300000,-0.118491,-0.080357
101,0.300000,-0.097755,-0.107143
102,0.300000,-0.071095,-0.133929
103,0.300000,-0.038510,-0.160714
104,0.300000,-0.000000,-0.187500
105,0.450000,-0.138957,0.000000
106,0.450000,-0.136121,-0.026786
