168
107,0.450000,-0.127614,-0.053571
108,0.450000,-0.113434,-0.080357
109,0.450000,-0.093583,-0.107143
110,0.450000,-0.068061,-0.133929
111,0.450000,-0.036866,-0.160714
112,0.450000,-0.000000,-0.187500
113,0.600000,-0.130032,0.000000
114,0.600000,-0.127378,-0.026786
115,0.600000,-0.119417,-0.053571
116,0.600000,-0.106149,-0.080357
117,0.600000,-0.087573,-0.107143
118,0.600000,-0.063689,-0.133929
119,0.600000,-0.034498,-0.160714
120,0.600000,-0.000000,-0.187500
121,0.750000,-0.118125,0.000000
122,0.750000,-0.115714,-0.026786
123,0.750000,-0.108482,-0.053571
124,0.750000,-0.096429,-0.080357
125,0.750000,-0.079554,-0.107143
126,0.750000,-0.057857,-0.133929
127,0.750000,-0.031339,-0.160714
128,0.750000,-0.000000,-0.187500
129,0.900000,-0.102912,0.000000
130,0.900000,-0.100812,-0.026786
131,0.900000,-0.094511,-0.053571
132,0.900000,-0.084010,-0.080357
133,0.900000,-0.069308,-0.107143
134,0.900000,-0.050406,-0.133929
135,0.900000,-0.027303,-0.160714
136,0.900000,-0.000000,-0.187500
137,1.050000,-0.083997,0.000000
138,1.050000,-0.082283,-0.026786
139,1.050000,-0.077140,-0.053571
140,1.050000,-0.068569,-0.080357
141,1.050000,-0.056569,-0.107143
142,1.050000,-0.041141,-0.133929
143,1.050000,-0.022285,-0.160714
144,1.050000,-0.000000,-0.187500
145,1.200000,-0.060912,0.000000
146,1.200000,-0.059669,-0.026786
147,1.200000,-0.055940,-0.053571
148,1.200000,-0.049724,-0.080357
149,1.200000,-0.041022,-0.107143
150,1.200000,-0.029834,-0.133929
151,1.200000,-0.016160,-0.160714
152,1.200000,-0.000000,-0.187500
153,1.350000,-0.033117,0.000000
154,1.350000,-0.032441,-0.026786
155,1.350000,-0.030414,-0.053571
156,1.350000,-0.027034,-0.080357
157,1.350000,-0.022303,-0.107143
158,1.350000,-0.016221,-0.133929
159,1.350000,-0.008786,-0.160714
160,1.350000,-0.000000,-0.187500
161,1.500000,-0.000000,0.000000
162,1.500000,-0.000000,-0.026786
163,1.500000,-0.000000,-0.053571
164,1.500000,-0.000000,-0.080357
165,1.500000,-0.000000,-0.107143
166,1.500000,-0.000000,-0.133929
167,1.500000,-0.000000,-0.160714
168,1.500000,-0.000000,-0.187500
140
1,1,2,10,9
2,2,3,11,10
3,3,4,12,11
4,4,5,13,12
5,5,6,14,13
6,6,7,15,14
7,7,8,16,15
8,9,10,18,17
9,10,11,19,18
10,11,12,20,19
11,12,13,21,20
12,13,14,22,21
13,14,15,23,22
14,15,16,24,23
15,17,18,26,25
16,18,19,27,26
17,19,20,28,27
18,20,21,29,28
19,21,22,30,29
20,22,23,31,30
21,23,24,32,31
22,25,26,34,33
23,26,27,35,34
24,27,28,36,35
25,28,29,37,36
26,29,30,38,37
27,30,31,39,38
28,31,32,40,39
29,33,34,42,41
30,34,35,43,42
31,35,36,44,43
32,36,37,45,44
33,37,38,46,45
34,38,39,47,46
35,39,40,48,47
36,41,42,50,49
37,42,43,51,50
38,43,44,52,51
39,44,45,53,52
40,45,46,54,53
41,46,47,55,54
42,47,48,56,55
43,49,50,58,57
44,50,51,59,58
45,51,52,60,59
46,52,53,61,60
47,53,54,62,61
48,54,55,63,62
49,55,56,64,63
50,57,58,66,65
51,58,59,67,66
52,59,60,68,67
53,60,61,69,68
54,61,62,70,69
55,62,63,71,70
56,63,64,72,71
57,65,66,74,73
58,66,67,75,74
59,67,68,76,75
60,68,69,77,76
61,69,70,78,77
62,70,71,79,78
63,71,72,80,79
64,73,74,82,81
65,74,75,83,82
66,75,76,84,83
67,76,77,85,84
68,77,78,86,85
69,78,79,87,86
70,79,80,88,87
71,81,82,90,89
72,82,83,91,90
73,83,84,92,91
74,84,85,93,92
75,85,86,94,93
76,86,87,95,94
77,87,88,96,95
78,89,90,98,97
79,90,91,99,98
80,91,92,100,99
81,92,93,101,100
82,93,94,102,101
83,94,95,103,102
84,95,96,104,103
85,97,98,106,105
86,98,99,107,106
87,99,100,108,107
88,100,101,109,108
89,101,102,110,109
90,102,103,111,110
91,103,104,112,111
92,105,106,114,113
93,106,107,115,114
94,107,108,116,115
95,108,109,117,116
96,109,110,118,117
97,110,111,119,118
98,111,112,120,119
99,113,114,122,121
100,114,115,123,122
101,115,116,124,123
102,116,117,125,124
103,117,118,126,125
104,118,119,127,126
105,119,120,128,127
106,121,122,130,129
107,122,123,131,130
108,123,124,132,131
109,124,125,133,132
110,125,126,134,133
111,126,127,135,134
112,127,128,136,135
113,129,130,138,137
114,130,131,139,138
115,131,132,140,139
116,132,133,141,140
117,133,134,142,141
118,134,135,143,142
119,135,136,144,143
120,137,138,146,145
121,138,139,147,146
122,139,140,148,147
123,140,141,149,148
124,141,142,150,149
125,142,143,151,150
126,143,144,152,151
127,145,146,154,153
128,146,147,155,154
129,147,148,156,155
130,148,149,157,156
131,149,150,158,157
132,150,151,159,158
133,151,152,160,159
134,153,154,162,161
135,154,155,163,162
136,155,156,164,163
137,156,157,165,164
138,157,158,166,165
139,158,159,167,166
140,159,160,168,167
